ComboInd1,Campaign_Name,Set_Sample_Number,Sample_Type,Growth_Method,Plant,Inoculated,Spiked,Inoc_Day,Harvest_Day,Inoc_Assay_Length,G1,G2,G3,G4
926R_inline19_IT071,G13 R2 _R,182,Root,EcoFAB,Brachypodium,No,No,N,29,21,Root_EcoFAB_Brachypodium_No_0,Root_EcoFAB_Brachypodium_No_21,Root_EcoFAB_Brachypodium_No_N_21,Root_EcoFAB_Brachypodium_No_N_29_21
926R_inline18_IT069,G13 R2 un _U,70,unattached sand,EcoFAB,Brachypodium,No,No,N,29,21,unattached sand_EcoFAB_Brachypodium_No_0,unattached sand_EcoFAB_Brachypodium_No_21,unattached sand_EcoFAB_Brachypodium_No_N_21,unattached sand_EcoFAB_Brachypodium_No_N_29_21
926R_inline19_IT076,G13 R3 _A,127,Attached sand,EcoFAB,Brachypodium,No,No,N,29,21,Attached sand_EcoFAB_Brachypodium_No_0,Attached sand_EcoFAB_Brachypodium_No_21,Attached sand_EcoFAB_Brachypodium_No_N_21,Attached sand_EcoFAB_Brachypodium_No_N_29_21
926R_inline18_IT081,G13 R3 un _U,71,unattached sand,EcoFAB,Brachypodium,No,No,N,29,21,unattached sand_EcoFAB_Brachypodium_No_0,unattached sand_EcoFAB_Brachypodium_No_21,unattached sand_EcoFAB_Brachypodium_No_N_21,unattached sand_EcoFAB_Brachypodium_No_N_29_21
926R_inline19_IT095,G14 R1 _R,184,Root,EcoFAB,Brachypodium,No,No,N,24,21,Root_EcoFAB_Brachypodium_No_0,Root_EcoFAB_Brachypodium_No_21,Root_EcoFAB_Brachypodium_No_N_21,Root_EcoFAB_Brachypodium_No_N_24_21
926R_inline18_IT093,G14 R1 un _U,72,unattached sand,EcoFAB,Brachypodium,No,No,N,24,21,unattached sand_EcoFAB_Brachypodium_No_0,unattached sand_EcoFAB_Brachypodium_No_21,unattached sand_EcoFAB_Brachypodium_No_N_21,unattached sand_EcoFAB_Brachypodium_No_N_24_21
926R_inline19_IT005,G14 R2 _A,129,Attached sand,EcoFAB,Brachypodium,No,No,N,24,21,Attached sand_EcoFAB_Brachypodium_No_0,Attached sand_EcoFAB_Brachypodium_No_21,Attached sand_EcoFAB_Brachypodium_No_N_21,Attached sand_EcoFAB_Brachypodium_No_N_24_21
926R_inline19_IT012,G14 R2 _R,185,Root,EcoFAB,Brachypodium,No,No,N,24,21,Root_EcoFAB_Brachypodium_No_0,Root_EcoFAB_Brachypodium_No_21,Root_EcoFAB_Brachypodium_No_N_21,Root_EcoFAB_Brachypodium_No_N_24_21
926R_inline18_IT010,G14 R2 un _U,73,unattached sand,EcoFAB,Brachypodium,No,No,N,24,21,unattached sand_EcoFAB_Brachypodium_No_0,unattached sand_EcoFAB_Brachypodium_No_21,unattached sand_EcoFAB_Brachypodium_No_N_21,unattached sand_EcoFAB_Brachypodium_No_N_24_21
926R_inline19_IT017,G14 R3 _A,130,Attached sand,EcoFAB,Brachypodium,No,No,N,24,21,Attached sand_EcoFAB_Brachypodium_No_0,Attached sand_EcoFAB_Brachypodium_No_21,Attached sand_EcoFAB_Brachypodium_No_N_21,Attached sand_EcoFAB_Brachypodium_No_N_24_21
926R_inline18_IT022,G14 R3 un _U,74,unattached sand,EcoFAB,Brachypodium,No,No,N,24,21,unattached sand_EcoFAB_Brachypodium_No_0,unattached sand_EcoFAB_Brachypodium_No_21,unattached sand_EcoFAB_Brachypodium_No_N_21,unattached sand_EcoFAB_Brachypodium_No_N_24_21
926R_inline18_IT034,G15 R1 un _U,75,unattached sand,EcoFAB,Brachypodium,No,No,N,21,21,unattached sand_EcoFAB_Brachypodium_No_3,unattached sand_EcoFAB_Brachypodium_No_21,unattached sand_EcoFAB_Brachypodium_No_N_21,unattached sand_EcoFAB_Brachypodium_No_N_21_21
926R_inline19_IT041,G15 R3 _A,132,Attached sand,EcoFAB,Brachypodium,No,No,N,21,21,Attached sand_EcoFAB_Brachypodium_No_3,Attached sand_EcoFAB_Brachypodium_No_21,Attached sand_EcoFAB_Brachypodium_No_N_21,Attached sand_EcoFAB_Brachypodium_No_N_21_21
926R_inline19_IT048,G15 R3 _R,188,Root,EcoFAB,Brachypodium,No,No,N,21,21,Root_EcoFAB_Brachypodium_No_3,Root_EcoFAB_Brachypodium_No_21,Root_EcoFAB_Brachypodium_No_N_21,Root_EcoFAB_Brachypodium_No_N_21_21
926R_inline18_IT046,G15 R3 un _U,76,unattached sand,EcoFAB,Brachypodium,No,No,N,21,21,unattached sand_EcoFAB_Brachypodium_No_3,unattached sand_EcoFAB_Brachypodium_No_21,unattached sand_EcoFAB_Brachypodium_No_N_21,unattached sand_EcoFAB_Brachypodium_No_N_21_21
926R_inline18_IT058,G2 R1 _A,77,Attached sand,EcoFAB,Brachypodium,Yes,No,8,14,6,Attached sand_EcoFAB_Brachypodium_Yes_8,Attached sand_EcoFAB_Brachypodium_Yes_6,Attached sand_EcoFAB_Brachypodium_Yes_8_6,Attached sand_EcoFAB_Brachypodium_Yes_8_14_6
926R_inline19_IT053,G2 R1 _R,133,Root,EcoFAB,Brachypodium,Yes,No,8,14,6,Root_EcoFAB_Brachypodium_Yes_8,Root_EcoFAB_Brachypodium_Yes_6,Root_EcoFAB_Brachypodium_Yes_8_6,Root_EcoFAB_Brachypodium_Yes_8_14_6
926R_inline18_IT002,G2 R1 _U,9,unattached sand,EcoFAB,Brachypodium,Yes,No,8,14,6,unattached sand_EcoFAB_Brachypodium_Yes_8,unattached sand_EcoFAB_Brachypodium_Yes_6,unattached sand_EcoFAB_Brachypodium_Yes_8_6,unattached sand_EcoFAB_Brachypodium_Yes_8_14_6
926R_inline18_IT070,G2 R2  _A,78,Attached sand,EcoFAB,Brachypodium,Yes,No,8,14,6,Attached sand_EcoFAB_Brachypodium_Yes_8,Attached sand_EcoFAB_Brachypodium_Yes_6,Attached sand_EcoFAB_Brachypodium_Yes_8_6,Attached sand_EcoFAB_Brachypodium_Yes_8_14_6
926R_inline19_IT065,G2 R2  _R,134,Root,EcoFAB,Brachypodium,Yes,No,8,14,6,Root_EcoFAB_Brachypodium_Yes_8,Root_EcoFAB_Brachypodium_Yes_6,Root_EcoFAB_Brachypodium_Yes_8_6,Root_EcoFAB_Brachypodium_Yes_8_14_6
926R_inline18_IT014,G2 R2  _U,10,unattached sand,EcoFAB,Brachypodium,Yes,No,8,14,6,unattached sand_EcoFAB_Brachypodium_Yes_8,unattached sand_EcoFAB_Brachypodium_Yes_6,unattached sand_EcoFAB_Brachypodium_Yes_8_6,unattached sand_EcoFAB_Brachypodium_Yes_8_14_6
926R_inline18_IT082,G2 R3 _A,79,Attached sand,EcoFAB,Brachypodium,Yes,No,8,14,6,Attached sand_EcoFAB_Brachypodium_Yes_8,Attached sand_EcoFAB_Brachypodium_Yes_6,Attached sand_EcoFAB_Brachypodium_Yes_8_6,Attached sand_EcoFAB_Brachypodium_Yes_8_14_6
926R_inline19_IT077,G2 R3 _R,135,Root,EcoFAB,Brachypodium,Yes,No,8,14,6,Root_EcoFAB_Brachypodium_Yes_8,Root_EcoFAB_Brachypodium_Yes_6,Root_EcoFAB_Brachypodium_Yes_8_6,Root_EcoFAB_Brachypodium_Yes_8_14_6
926R_inline18_IT026,G2 R3 _U,11,unattached sand,EcoFAB,Brachypodium,Yes,No,8,14,6,unattached sand_EcoFAB_Brachypodium_Yes_8,unattached sand_EcoFAB_Brachypodium_Yes_6,unattached sand_EcoFAB_Brachypodium_Yes_8_6,unattached sand_EcoFAB_Brachypodium_Yes_8_14_6
926R_inline18_IT094,G2 R4 _A,80,Attached sand,EcoFAB,Brachypodium,Yes,No,8,14,6,Attached sand_EcoFAB_Brachypodium_Yes_8,Attached sand_EcoFAB_Brachypodium_Yes_6,Attached sand_EcoFAB_Brachypodium_Yes_8_6,Attached sand_EcoFAB_Brachypodium_Yes_8_14_6
926R_inline19_IT089,G2 R4 _R,136,Root,EcoFAB,Brachypodium,Yes,No,8,14,6,Root_EcoFAB_Brachypodium_Yes_8,Root_EcoFAB_Brachypodium_Yes_6,Root_EcoFAB_Brachypodium_Yes_8_6,Root_EcoFAB_Brachypodium_Yes_8_14_6
926R_inline18_IT038,G2 R4 _U,12,unattached sand,EcoFAB,Brachypodium,Yes,No,8,14,6,unattached sand_EcoFAB_Brachypodium_Yes_8,unattached sand_EcoFAB_Brachypodium_Yes_6,unattached sand_EcoFAB_Brachypodium_Yes_8_6,unattached sand_EcoFAB_Brachypodium_Yes_8_14_6
926R_inline18_IT011,G2 R5 _A,81,Attached sand,EcoFAB,Brachypodium,Yes,No,8,14,6,Attached sand_EcoFAB_Brachypodium_Yes_8,Attached sand_EcoFAB_Brachypodium_Yes_6,Attached sand_EcoFAB_Brachypodium_Yes_8_6,Attached sand_EcoFAB_Brachypodium_Yes_8_14_6
926R_inline19_IT006,G2 R5 _R,137,Root,EcoFAB,Brachypodium,Yes,No,8,14,6,Root_EcoFAB_Brachypodium_Yes_8,Root_EcoFAB_Brachypodium_Yes_6,Root_EcoFAB_Brachypodium_Yes_8_6,Root_EcoFAB_Brachypodium_Yes_8_14_6
926R_inline18_IT050,G2 R5 _U,13,unattached sand,EcoFAB,Brachypodium,Yes,No,8,14,6,unattached sand_EcoFAB_Brachypodium_Yes_8,unattached sand_EcoFAB_Brachypodium_Yes_6,unattached sand_EcoFAB_Brachypodium_Yes_8_6,unattached sand_EcoFAB_Brachypodium_Yes_8_14_6
926R_inline18_IT023,G2 R6 _A,82,Attached sand,EcoFAB,Brachypodium,Yes,No,8,14,6,Attached sand_EcoFAB_Brachypodium_Yes_8,Attached sand_EcoFAB_Brachypodium_Yes_6,Attached sand_EcoFAB_Brachypodium_Yes_8_6,Attached sand_EcoFAB_Brachypodium_Yes_8_14_6
926R_inline19_IT018,G2 R6 _R,138,Root,EcoFAB,Brachypodium,Yes,No,8,14,6,Root_EcoFAB_Brachypodium_Yes_8,Root_EcoFAB_Brachypodium_Yes_6,Root_EcoFAB_Brachypodium_Yes_8_6,Root_EcoFAB_Brachypodium_Yes_8_14_6
926R_inline18_IT062,G2 R6 _U,14,unattached sand,EcoFAB,Brachypodium,Yes,No,8,14,6,unattached sand_EcoFAB_Brachypodium_Yes_8,unattached sand_EcoFAB_Brachypodium_Yes_6,unattached sand_EcoFAB_Brachypodium_Yes_8_6,unattached sand_EcoFAB_Brachypodium_Yes_8_14_6
926R_inline18_IT035,G3 R1 _A,83,Attached sand,EcoFAB,Brachypodium,Yes,No,3,14,11,Attached sand_EcoFAB_Brachypodium_Yes_3,Attached sand_EcoFAB_Brachypodium_Yes_11,Attached sand_EcoFAB_Brachypodium_Yes_3_11,Attached sand_EcoFAB_Brachypodium_Yes_3_14_11
926R_inline19_IT030,G3 R1 _R,139,Root,EcoFAB,Brachypodium,Yes,No,3,14,11,Root_EcoFAB_Brachypodium_Yes_3,Root_EcoFAB_Brachypodium_Yes_11,Root_EcoFAB_Brachypodium_Yes_3_11,Root_EcoFAB_Brachypodium_Yes_3_14_11
926R_inline18_IT074,G3 R1 _U,15,unattached sand,EcoFAB,Brachypodium,Yes,No,3,14,11,unattached sand_EcoFAB_Brachypodium_Yes_3,unattached sand_EcoFAB_Brachypodium_Yes_11,unattached sand_EcoFAB_Brachypodium_Yes_3_11,unattached sand_EcoFAB_Brachypodium_Yes_3_14_11
926R_inline19_IT042,G3 R2 _R,140,Root,EcoFAB,Brachypodium,Yes,No,3,14,11,Root_EcoFAB_Brachypodium_Yes_3,Root_EcoFAB_Brachypodium_Yes_11,Root_EcoFAB_Brachypodium_Yes_3_11,Root_EcoFAB_Brachypodium_Yes_3_14_11
926R_inline18_IT086,G3 R2 _U,16,unattached sand,EcoFAB,Brachypodium,Yes,No,3,14,11,unattached sand_EcoFAB_Brachypodium_Yes_3,unattached sand_EcoFAB_Brachypodium_Yes_11,unattached sand_EcoFAB_Brachypodium_Yes_3_11,unattached sand_EcoFAB_Brachypodium_Yes_3_14_11
926R_inline18_IT059,G3 R3 _A,85,Attached sand,EcoFAB,Brachypodium,Yes,No,3,14,11,Attached sand_EcoFAB_Brachypodium_Yes_3,Attached sand_EcoFAB_Brachypodium_Yes_11,Attached sand_EcoFAB_Brachypodium_Yes_3_11,Attached sand_EcoFAB_Brachypodium_Yes_3_14_11
926R_inline19_IT054,G3 R3 _R,141,Root,EcoFAB,Brachypodium,Yes,No,3,14,11,Root_EcoFAB_Brachypodium_Yes_3,Root_EcoFAB_Brachypodium_Yes_11,Root_EcoFAB_Brachypodium_Yes_3_11,Root_EcoFAB_Brachypodium_Yes_3_14_11
926R_inline18_IT003,G3 R3 _U,17,unattached sand,EcoFAB,Brachypodium,Yes,No,3,14,11,unattached sand_EcoFAB_Brachypodium_Yes_3,unattached sand_EcoFAB_Brachypodium_Yes_11,unattached sand_EcoFAB_Brachypodium_Yes_3_11,unattached sand_EcoFAB_Brachypodium_Yes_3_14_11
926R_inline18_IT071,G3 R4 _A,86,Attached sand,EcoFAB,Brachypodium,Yes,No,3,14,11,Attached sand_EcoFAB_Brachypodium_Yes_3,Attached sand_EcoFAB_Brachypodium_Yes_11,Attached sand_EcoFAB_Brachypodium_Yes_3_11,Attached sand_EcoFAB_Brachypodium_Yes_3_14_11
926R_inline19_IT066,G3 R4 _R,142,Root,EcoFAB,Brachypodium,Yes,No,3,14,11,Root_EcoFAB_Brachypodium_Yes_3,Root_EcoFAB_Brachypodium_Yes_11,Root_EcoFAB_Brachypodium_Yes_3_11,Root_EcoFAB_Brachypodium_Yes_3_14_11
926R_inline18_IT015,G3 R4 _U,18,unattached sand,EcoFAB,Brachypodium,Yes,No,3,14,11,unattached sand_EcoFAB_Brachypodium_Yes_3,unattached sand_EcoFAB_Brachypodium_Yes_11,unattached sand_EcoFAB_Brachypodium_Yes_3_11,unattached sand_EcoFAB_Brachypodium_Yes_3_14_11
926R_inline18_IT083,G3 R5 _A,87,Attached sand,EcoFAB,Brachypodium,Yes,No,3,14,11,Attached sand_EcoFAB_Brachypodium_Yes_3,Attached sand_EcoFAB_Brachypodium_Yes_11,Attached sand_EcoFAB_Brachypodium_Yes_3_11,Attached sand_EcoFAB_Brachypodium_Yes_3_14_11
926R_inline19_IT078,G3 R5 _R,143,Root,EcoFAB,Brachypodium,Yes,No,3,14,11,Root_EcoFAB_Brachypodium_Yes_3,Root_EcoFAB_Brachypodium_Yes_11,Root_EcoFAB_Brachypodium_Yes_3_11,Root_EcoFAB_Brachypodium_Yes_3_14_11
926R_inline18_IT027,G3 R5 _U,19,unattached sand,EcoFAB,Brachypodium,Yes,No,3,14,11,unattached sand_EcoFAB_Brachypodium_Yes_3,unattached sand_EcoFAB_Brachypodium_Yes_11,unattached sand_EcoFAB_Brachypodium_Yes_3_11,unattached sand_EcoFAB_Brachypodium_Yes_3_14_11
926R_inline18_IT095,G3 R6 _A,88,Attached sand,EcoFAB,Brachypodium,Yes,No,3,14,11,Attached sand_EcoFAB_Brachypodium_Yes_3,Attached sand_EcoFAB_Brachypodium_Yes_11,Attached sand_EcoFAB_Brachypodium_Yes_3_11,Attached sand_EcoFAB_Brachypodium_Yes_3_14_11
926R_inline19_IT090,G3 R6 _R,144,Root,EcoFAB,Brachypodium,Yes,No,3,14,11,Root_EcoFAB_Brachypodium_Yes_3,Root_EcoFAB_Brachypodium_Yes_11,Root_EcoFAB_Brachypodium_Yes_3_11,Root_EcoFAB_Brachypodium_Yes_3_14_11
926R_inline18_IT039,G3 R6 _U,20,unattached sand,EcoFAB,Brachypodium,Yes,No,3,14,11,unattached sand_EcoFAB_Brachypodium_Yes_3,unattached sand_EcoFAB_Brachypodium_Yes_11,unattached sand_EcoFAB_Brachypodium_Yes_3_11,unattached sand_EcoFAB_Brachypodium_Yes_3_14_11
926R_inline18_IT012,G4 R1 _A,89,Attached sand,EcoFAB,Brachypodium,Yes,No,0,14,14,Attached sand_EcoFAB_Brachypodium_Yes_0,Attached sand_EcoFAB_Brachypodium_Yes_14,Attached sand_EcoFAB_Brachypodium_Yes_0_14,Attached sand_EcoFAB_Brachypodium_Yes_0_14_14
926R_inline19_IT007,G4 R1 _R,145,Root,EcoFAB,Brachypodium,Yes,No,0,14,14,Root_EcoFAB_Brachypodium_Yes_0,Root_EcoFAB_Brachypodium_Yes_14,Root_EcoFAB_Brachypodium_Yes_0_14,Root_EcoFAB_Brachypodium_Yes_0_14_14
926R_inline18_IT051,G4 R1 _U,21,unattached sand,EcoFAB,Brachypodium,Yes,No,0,14,14,unattached sand_EcoFAB_Brachypodium_Yes_0,unattached sand_EcoFAB_Brachypodium_Yes_14,unattached sand_EcoFAB_Brachypodium_Yes_0_14,unattached sand_EcoFAB_Brachypodium_Yes_0_14_14
926R_inline19_IT001,G4 R10 _A,97,Attached sand,EcoFAB,Brachypodium,Yes,No,0,14,14,Attached sand_EcoFAB_Brachypodium_Yes_0,Attached sand_EcoFAB_Brachypodium_Yes_14,Attached sand_EcoFAB_Brachypodium_Yes_0_14,Attached sand_EcoFAB_Brachypodium_Yes_0_14_14
926R_inline19_IT008,G4 R10 _R,153,Root,EcoFAB,Brachypodium,Yes,No,0,14,14,Root_EcoFAB_Brachypodium_Yes_0,Root_EcoFAB_Brachypodium_Yes_14,Root_EcoFAB_Brachypodium_Yes_0_14,Root_EcoFAB_Brachypodium_Yes_0_14_14
926R_inline18_IT052,G4 R10 _U,29,unattached sand,EcoFAB,Brachypodium,Yes,No,0,14,14,unattached sand_EcoFAB_Brachypodium_Yes_0,unattached sand_EcoFAB_Brachypodium_Yes_14,unattached sand_EcoFAB_Brachypodium_Yes_0_14,unattached sand_EcoFAB_Brachypodium_Yes_0_14_14
926R_inline18_IT024,G4 R2 _A,90,Attached sand,EcoFAB,Brachypodium,Yes,No,0,14,14,Attached sand_EcoFAB_Brachypodium_Yes_0,Attached sand_EcoFAB_Brachypodium_Yes_14,Attached sand_EcoFAB_Brachypodium_Yes_0_14,Attached sand_EcoFAB_Brachypodium_Yes_0_14_14
926R_inline19_IT019,G4 R2 _R,146,Root,EcoFAB,Brachypodium,Yes,No,0,14,14,Root_EcoFAB_Brachypodium_Yes_0,Root_EcoFAB_Brachypodium_Yes_14,Root_EcoFAB_Brachypodium_Yes_0_14,Root_EcoFAB_Brachypodium_Yes_0_14_14
926R_inline18_IT063,G4 R2 _U,22,unattached sand,EcoFAB,Brachypodium,Yes,No,0,14,14,unattached sand_EcoFAB_Brachypodium_Yes_0,unattached sand_EcoFAB_Brachypodium_Yes_14,unattached sand_EcoFAB_Brachypodium_Yes_0_14,unattached sand_EcoFAB_Brachypodium_Yes_0_14_14
926R_inline18_IT036,G4 R3 _A,91,Attached sand,EcoFAB,Brachypodium,Yes,No,0,14,14,Attached sand_EcoFAB_Brachypodium_Yes_0,Attached sand_EcoFAB_Brachypodium_Yes_14,Attached sand_EcoFAB_Brachypodium_Yes_0_14,Attached sand_EcoFAB_Brachypodium_Yes_0_14_14
926R_inline19_IT031,G4 R3 _R,147,Root,EcoFAB,Brachypodium,Yes,No,0,14,14,Root_EcoFAB_Brachypodium_Yes_0,Root_EcoFAB_Brachypodium_Yes_14,Root_EcoFAB_Brachypodium_Yes_0_14,Root_EcoFAB_Brachypodium_Yes_0_14_14
926R_inline18_IT075,G4 R3 _U,23,unattached sand,EcoFAB,Brachypodium,Yes,No,0,14,14,unattached sand_EcoFAB_Brachypodium_Yes_0,unattached sand_EcoFAB_Brachypodium_Yes_14,unattached sand_EcoFAB_Brachypodium_Yes_0_14,unattached sand_EcoFAB_Brachypodium_Yes_0_14_14
926R_inline18_IT048,G4 R4 _A,92,Attached sand,EcoFAB,Brachypodium,Yes,No,0,14,14,Attached sand_EcoFAB_Brachypodium_Yes_0,Attached sand_EcoFAB_Brachypodium_Yes_14,Attached sand_EcoFAB_Brachypodium_Yes_0_14,Attached sand_EcoFAB_Brachypodium_Yes_0_14_14
926R_inline19_IT043,G4 R4 _R,148,Root,EcoFAB,Brachypodium,Yes,No,0,14,14,Root_EcoFAB_Brachypodium_Yes_0,Root_EcoFAB_Brachypodium_Yes_14,Root_EcoFAB_Brachypodium_Yes_0_14,Root_EcoFAB_Brachypodium_Yes_0_14_14
926R_inline18_IT087,G4 R4 _U,24,unattached sand,EcoFAB,Brachypodium,Yes,No,0,14,14,unattached sand_EcoFAB_Brachypodium_Yes_0,unattached sand_EcoFAB_Brachypodium_Yes_14,unattached sand_EcoFAB_Brachypodium_Yes_0_14,unattached sand_EcoFAB_Brachypodium_Yes_0_14_14
926R_inline18_IT060,G4 R5 _A,93,Attached sand,EcoFAB,Brachypodium,Yes,No,0,14,14,Attached sand_EcoFAB_Brachypodium_Yes_0,Attached sand_EcoFAB_Brachypodium_Yes_14,Attached sand_EcoFAB_Brachypodium_Yes_0_14,Attached sand_EcoFAB_Brachypodium_Yes_0_14_14
926R_inline19_IT055,G4 R5 _R,149,Root,EcoFAB,Brachypodium,Yes,No,0,14,14,Root_EcoFAB_Brachypodium_Yes_0,Root_EcoFAB_Brachypodium_Yes_14,Root_EcoFAB_Brachypodium_Yes_0_14,Root_EcoFAB_Brachypodium_Yes_0_14_14
926R_inline18_IT004,G4 R5 _U,25,unattached sand,EcoFAB,Brachypodium,Yes,No,0,14,14,unattached sand_EcoFAB_Brachypodium_Yes_0,unattached sand_EcoFAB_Brachypodium_Yes_14,unattached sand_EcoFAB_Brachypodium_Yes_0_14,unattached sand_EcoFAB_Brachypodium_Yes_0_14_14
926R_inline18_IT072,G4 R7 _A,94,Attached sand,EcoFAB,Brachypodium,Yes,No,0,14,14,Attached sand_EcoFAB_Brachypodium_Yes_0,Attached sand_EcoFAB_Brachypodium_Yes_14,Attached sand_EcoFAB_Brachypodium_Yes_0_14,Attached sand_EcoFAB_Brachypodium_Yes_0_14_14
926R_inline19_IT067,G4 R7 _R,150,Root,EcoFAB,Brachypodium,Yes,No,0,14,14,Root_EcoFAB_Brachypodium_Yes_0,Root_EcoFAB_Brachypodium_Yes_14,Root_EcoFAB_Brachypodium_Yes_0_14,Root_EcoFAB_Brachypodium_Yes_0_14_14
926R_inline18_IT016,G4 R7 _U,26,unattached sand,EcoFAB,Brachypodium,Yes,No,0,14,14,unattached sand_EcoFAB_Brachypodium_Yes_0,unattached sand_EcoFAB_Brachypodium_Yes_14,unattached sand_EcoFAB_Brachypodium_Yes_0_14,unattached sand_EcoFAB_Brachypodium_Yes_0_14_14
926R_inline18_IT084,G4 R8 _A,95,Attached sand,EcoFAB,Brachypodium,Yes,No,0,14,14,Attached sand_EcoFAB_Brachypodium_Yes_0,Attached sand_EcoFAB_Brachypodium_Yes_14,Attached sand_EcoFAB_Brachypodium_Yes_0_14,Attached sand_EcoFAB_Brachypodium_Yes_0_14_14
926R_inline19_IT079,G4 R8 _R,151,Root,EcoFAB,Brachypodium,Yes,No,0,14,14,Root_EcoFAB_Brachypodium_Yes_0,Root_EcoFAB_Brachypodium_Yes_14,Root_EcoFAB_Brachypodium_Yes_0_14,Root_EcoFAB_Brachypodium_Yes_0_14_14
926R_inline18_IT028,G4 R8 _U,27,unattached sand,EcoFAB,Brachypodium,Yes,No,0,14,14,unattached sand_EcoFAB_Brachypodium_Yes_0,unattached sand_EcoFAB_Brachypodium_Yes_14,unattached sand_EcoFAB_Brachypodium_Yes_0_14,unattached sand_EcoFAB_Brachypodium_Yes_0_14_14
926R_inline18_IT096,G4 R9 _A,96,Attached sand,EcoFAB,Brachypodium,Yes,No,0,14,14,Attached sand_EcoFAB_Brachypodium_Yes_0,Attached sand_EcoFAB_Brachypodium_Yes_14,Attached sand_EcoFAB_Brachypodium_Yes_0_14,Attached sand_EcoFAB_Brachypodium_Yes_0_14_14
926R_inline19_IT091,G4 R9 _R,152,Root,EcoFAB,Brachypodium,Yes,No,0,14,14,Root_EcoFAB_Brachypodium_Yes_0,Root_EcoFAB_Brachypodium_Yes_14,Root_EcoFAB_Brachypodium_Yes_0_14,Root_EcoFAB_Brachypodium_Yes_0_14_14
926R_inline18_IT064,G5 R1 _U,30,unattached sand,EcoFAB,None,Yes,No,8,14,6,unattached sand_EcoFAB_None_Yes_0,unattached sand_EcoFAB_None_Yes_6,unattached sand_EcoFAB_None_Yes_8_6,unattached sand_EcoFAB_None_Yes_8_14_6
926R_inline18_IT076,G5 R2 _U,31,unattached sand,EcoFAB,None,Yes,No,8,14,6,unattached sand_EcoFAB_None_Yes_0,unattached sand_EcoFAB_None_Yes_6,unattached sand_EcoFAB_None_Yes_8_6,unattached sand_EcoFAB_None_Yes_8_14_6
926R_inline18_IT088,G5 R3 _U,32,unattached sand,EcoFAB,None,Yes,No,8,14,6,unattached sand_EcoFAB_None_Yes_0,unattached sand_EcoFAB_None_Yes_6,unattached sand_EcoFAB_None_Yes_8_6,unattached sand_EcoFAB_None_Yes_8_14_6
926R_inline18_IT005,G6 R1 _U,33,unattached sand,EcoFAB,None,Yes,No,3,14,11,unattached sand_EcoFAB_None_Yes_3,unattached sand_EcoFAB_None_Yes_11,unattached sand_EcoFAB_None_Yes_3_11,unattached sand_EcoFAB_None_Yes_3_14_11
926R_inline18_IT017,G6 R2 _U,34,unattached sand,EcoFAB,None,Yes,No,3,14,11,unattached sand_EcoFAB_None_Yes_3,unattached sand_EcoFAB_None_Yes_11,unattached sand_EcoFAB_None_Yes_3_11,unattached sand_EcoFAB_None_Yes_3_14_11
926R_inline18_IT029,G6 R3 _U,35,unattached sand,EcoFAB,None,Yes,No,3,14,11,unattached sand_EcoFAB_None_Yes_3,unattached sand_EcoFAB_None_Yes_11,unattached sand_EcoFAB_None_Yes_3_11,unattached sand_EcoFAB_None_Yes_3_14_11
926R_inline18_IT041,G7 R1 _U,36,unattached sand,EcoFAB,None,Yes,No,0,14,14,unattached sand_EcoFAB_None_Yes_0,unattached sand_EcoFAB_None_Yes_14,unattached sand_EcoFAB_None_Yes_0_14,unattached sand_EcoFAB_None_Yes_0_14_14
926R_inline18_IT053,G7 R2 _U,37,unattached sand,EcoFAB,None,Yes,No,0,14,14,unattached sand_EcoFAB_None_Yes_0,unattached sand_EcoFAB_None_Yes_14,unattached sand_EcoFAB_None_Yes_0_14,unattached sand_EcoFAB_None_Yes_0_14_14
